КодФирмы,Территория
2460,"11. див. Северо-Западный"
1751,"04. див. Урал"
2518,"04. див. Урал"
3489,"04. див. Урал"
4405,"09. див. Черноземье"
1754,"04. див. Урал"
2519,"04. див. Урал"
4254,"07. див. Верхняя Волга"
4135,"09. див. Черноземье"
4047,"05. див. Юг"
4346,"10. див. Приволжский"
2444,"11. див. Северо-Западный"
2571,"04. див. Урал"
3165,"06. див. Средняя Волга"
2504,"04. див. Урал"
1755,"03. див. Западная Сибирь"
1756,"03. див. Западная Сибирь"
1757,"04. див. Урал"
2591,"02. див. Восточная Сибирь"
2558,"04. див. Урал"
1759,"02. див. Восточная Сибирь"
1760,"04. див. Урал"
2572,"08. див. Центральный"
2309,"10. див. Приволжский"
4068,"01. див. Дальний Восток"
3459,"08. див. Центральный"
2517,"04. див. Урал"
3173,"05. див. Юг"
2685,"11. див. Северо-Западный"
2676,"02. див. Восточная Сибирь"
2490,"10. див. Приволжский"
1762,"06. див. Средняя Волга"
2541,"10. див. Приволжский"
2505,"04. див. Урал"
2567,"04. див. Урал"
2611,"05. див. Юг"
1763,"04. див. Урал"
2537,"04. див. Урал"
4112,"06. див. Средняя Волга"
4016,"03. див. Западная Сибирь"
2344,"03. див. Западная Сибирь"
2200,"03. див. Западная Сибирь"
2557,"04. див. Урал"
2586,"11. див. Северо-Западный"
4046,"03. див. Западная Сибирь"
2271,"10. див. Приволжский"
1870,"05. див. Юг"
2536,"04. див. Урал"
2353,"07. див. Верхняя Волга"
2125,"10. див. Приволжский"
2224,"11. див. Северо-Западный"
2401,"08. див. Центральный"
2334,"03. див. Западная Сибирь"
2440,"08. див. Центральный"
1869,"09. див. Черноземье"
2535,"04. див. Урал"
2485,"07. див. Верхняя Волга"
1916,"10. див. Приволжский"
1765,"02. див. Восточная Сибирь"
2534,"04. див. Урал"
2389,"11. див. Северо-Западный"
2157,"10. див. Приволжский"
2961,"08. див. Центральный"
3887,"03. див. Западная Сибирь"
4020,"09. див. Черноземье"
2402,"08. див. Центральный"
2594,"11. див. Северо-Западный"
2587,"11. див. Северо-Западный"
4189,"02. див. Восточная Сибирь"
3060,"05. див. Юг"
2577,"08. див. Центральный"
2597,"11. див. Северо-Западный"
2551,"04. див. Урал"
2403,"08. див. Центральный"
4352,"06. див. Средняя Волга"
2937,"07. див. Верхняя Волга"
2155,"05. див. Юг"
2162,"06. див. Средняя Волга"
2521,"04. див. Урал"
2679,"02. див. Восточная Сибирь"
3527,"07. див. Верхняя Волга"
1769,"02. див. Восточная Сибирь"
2579,"08. див. Центральный"
2940,"04. див. Урал"
2241,"07. див. Верхняя Волга"
4063,"05. див. Юг"
2382,"11. див. Северо-Западный"
2552,"04. див. Урал"
3503,"10. див. Приволжский"
1901,"04. див. Урал"
2523,"04. див. Урал"
2269,"10. див. Приволжский"
2097,"04. див. Урал"
1770,"04. див. Урал"
3839,"01. див. Дальний Восток"
2435,"08. див. Центральный"
2520,"04. див. Урал"
2114,"10. див. Приволжский"
2452,"08. див. Центральный"
2553,"04. див. Урал"
2647,"03. див. Западная Сибирь"
3672,"03. див. Западная Сибирь"
3825,"08. див. Центральный"
4041,"08. див. Центральный"
4150,"10. див. Приволжский"
4554,"10. див. Приволжский"
4595,"09. див. Черноземье"
4603,"09. див. Черноземье"
4743,"01. див. Дальний Восток"
4617,"05. див. Юг"
4744,"01. див. Дальний Восток"
4747,"09. див. Черноземье"
4766,"09. див. Черноземье"
4783,"05. див. Юг"
4825,"09. див. Черноземье"
4823,"09. див. Черноземье"
4839,"05. див. Юг"
4840,"05. див. Юг"
4862,"09. див. Черноземье"
4870,"09. див. Черноземье"
4538,"06. див. Средняя Волга"
4540,"06. див. Средняя Волга"
4610,"07. див. Верхняя Волга"
4653,"07. див. Верхняя Волга"
4657,"04. див. Урал"
4772,"06. див. Средняя Волга"
4558,"02. див. Восточная Сибирь"
4588,"01. див. Дальний Восток"
4720,"01. див. Дальний Восток"
4749,"01. див. Дальний Восток"
2496,"04. див. Урал"
3107,"02. див. Восточная Сибирь"
1771,"04. див. Урал"
2524,"04. див. Урал"
2392,"11. див. Северо-Западный"
2704,"08. див. Центральный"
3741,"03. див. Западная Сибирь"
2556,"04. див. Урал"
2670,"10. див. Приволжский"
3269,"07. див. Верхняя Волга"
1947,"05. див. Юг"
2885,"04. див. Урал"
3079,"03. див. Западная Сибирь"
2560,"04. див. Урал"
3348,"04. див. Урал"
1922,"07. див. Верхняя Волга"
2379,"11. див. Северо-Западный"
2727,"02. див. Восточная Сибирь"
1773,"04. див. Урал"
2666,"10. див. Приволжский"
2646,"03. див. Западная Сибирь"
2610,"06. див. Средняя Волга"
2486,"10. див. Приволжский"
2120,"10. див. Приволжский"
2325,"09. див. Черноземье"
2121,"10. див. Приволжский"
2593,"11. див. Северо-Западный"
3133,"03. див. Западная Сибирь"
1779,"01. див. Дальний Восток"
2589,"04. див. Урал"
4113,"06. див. Средняя Волга"
2759,"11. див. Северо-Западный"
4507,"09. див. Черноземье"
2530,"04. див. Урал"
1782,"02. див. Восточная Сибирь"
4179,"10. див. Приволжский"
1787,"07. див. Верхняя Волга"
2949,"01. див. Дальний Восток"
2531,"04. див. Урал"
1942,"03. див. Западная Сибирь"
2573,"08. див. Центральный"
2478,"04. див. Урал"
2561,"04. див. Урал"
2771,"04. див. Урал"
2712,"08. див. Центральный"
2528,"04. див. Урал"
3305,"02. див. Восточная Сибирь"
2544,"10. див. Приволжский"
2260,"09. див. Черноземье"
2529,"04. див. Урал"
2542,"10. див. Приволжский"
3486,"02. див. Восточная Сибирь"
4370,"06. див. Средняя Волга"
2540,"04. див. Урал"
2648,"03. див. Западная Сибирь"
2979,"06. див. Средняя Волга"
1792,"03. див. Западная Сибирь"
2545,"04. див. Урал"
2380,"11. див. Северо-Западный"
3487,"03. див. Западная Сибирь"
2526,"04. див. Урал"
4402,"09. див. Черноземье"
1794,"05. див. Юг"
1795,"04. див. Урал"
1796,"06. див. Средняя Волга"
2852,"04. див. Урал"
2527,"04. див. Урал"
2487,"10. див. Приволжский"
1797,"02. див. Восточная Сибирь"
2384,"11. див. Северо-Западный"
2503,"04. див. Урал"
2555,"04. див. Урал"
2596,"11. див. Северо-Западный"
2070,"10. див. Приволжский"
1799,"04. див. Урал"
4471,"09. див. Черноземье"
2543,"10. див. Приволжский"
2381,"11. див. Северо-Западный"
2164,"05. див. Юг"
2674,"03. див. Западная Сибирь"
2206,"03. див. Западная Сибирь"
